lat,lon,mag,time,t
-18.9925,-68.3633,4.5,2015-10-21 18:11:04,1786650.0
2.1717,-99.2102,4.2,2015-10-21 18:20:33,1787219.0
-30.8311,-71.4796,4.9,2015-10-21 18:45:46,1788732.0
-26.9223,-113.6212,4.8,2015-10-21 21:19:24,1797950.0
-31.182,-71.8011,4.2,2015-10-21 22:04:31,1800657.0
-30.3046,-71.6998,4.2,2015-10-22 00:02:55,1807761.0
17.4689,-65.7533,2.4,2015-10-22 00:14:06,1808432.0
19.5277,-66.1275,3.4,2015-10-22 02:56:34,1818180.0
19.1124,-68.0962,3.0,2015-10-22 03:32:44,1820350.0
17.9592,-66.6997,2.8,2015-10-22 04:18:00,1823066.0
18.1345,-66.9408,1.9,2015-10-22 05:39:40,1827966.0
18.127,-66.7435,2.1,2015-10-22 08:47:22,1839228.0
18.673,-64.2799,2.2,2015-10-22 16:24:11,1866637.0
18.8598,-62.5966,4.3,2015-10-22 17:13:17,1869583.0
18.1935,-64.8768,1.8,2015-10-22 18:24:04,1873830.0
18.9811,-65.0652,2.2,2015-10-22 19:01:23,1876069.0
18.1245,-66.752,2.2,2015-10-22 20:13:21,1880387.0
-30.385,-71.699,4.2,2015-10-22 20:22:28,1880934.0
18.8073,-67.236,2.6,2015-10-22 22:32:30,1888736.0
18.0095,-67.1047,2.2,2015-10-22 23:00:02,1890388.0
18.8847,-64.3724,2.2,2015-10-22 23:52:28,1893534.0
17.8605,-66.8902,2.1,2015-10-22 23:53:47,1893613.0
-32.3763,-72.0691,4.5,2015-10-23 01:52:52,1900758.0
19.1611,-67.821,2.6,2015-10-23 03:39:13,1907139.0
18.8314,-64.3184,2.7,2015-10-23 04:38:19,1910685.0
-29.9521,-68.4605,4.5,2015-10-23 05:25:01,1913487.0
18.1261,-67.0709,2.7,2015-10-23 06:06:35,1915981.0
3.3338,-84.3057,4.5,2015-10-23 06:53:12,1918778.0
19.1301,-65.5235,3.0,2015-10-23 07:59:10,1922736.0
18.5907,-66.8821,3.0,2015-10-23 09:33:41,1928407.0
18.567999999999998,-66.1262,2.8,2015-10-23 10:17:05,1931011.0
-30.7656,-71.5533,4.5,2015-10-23 14:47:58,1947264.0
19.495,-65.5335,3.3,2015-10-23 15:48:49,1950915.0
18.9626,-65.1522,2.8,2015-10-23 16:15:48,1952534.0
17.9955,-67.0671,1.9,2015-10-23 17:50:16,1958202.0
-25.655,-70.785,4.2,2015-10-23 18:33:49,1960815.0
18.0312,-65.4215,2.3,2015-10-24 02:00:57,1987643.0
17.9794,-67.1088,1.8,2015-10-24 02:07:18,1988024.0
-31.5802,-71.5484,4.3,2015-10-24 02:26:25,1989171.0
17.9685,-67.1035,2.0,2015-10-24 04:17:18,1995824.0
19.2577,-64.7536,3.6,2015-10-24 08:11:21,2009867.0
19.102999999999998,-64.5392,3.2,2015-10-24 08:17:53,2010259.0
19.295,-64.692,3.2,2015-10-24 08:51:57,2012303.0
19.0722,-64.6009,3.3,2015-10-24 09:13:57,2013623.0
19.192999999999998,-64.7174,3.3,2015-10-24 09:33:21,2014787.0
18.2064,-67.0609,1.9,2015-10-24 10:20:25,2017611.0
-30.4287,-71.9638,4.0,2015-10-24 10:43:24,2018990.0
19.7038,-66.057,3.4,2015-10-24 12:09:36,2024162.0
-30.041999999999998,-71.309,4.0,2015-10-24 14:52:23,2033929.0
17.8486,-67.1986,1.6,2015-10-24 15:28:37,2036103.0
19.673,-66.1165,2.9,2015-10-24 15:37:08,2036614.0
-56.2894,-25.8121,4.8,2015-10-24 17:02:14,2041720.0
-30.7885,-72.7249,4.7,2015-10-24 17:58:10,2045076.0
-30.6267,-71.7016,4.0,2015-10-24 18:17:23,2046229.0
-30.5641,-71.7072,3.9,2015-10-24 19:06:06,2049152.0
19.6653,-65.99,3.2,2015-10-24 19:14:19,2049645.0
18.5853,-68.98,3.9,2015-10-24 19:23:18,2050184.0
-31.441999999999997,-71.4883,5.0,2015-10-24 21:24:45,2057471.0
18.6814,-64.2983,2.8,2015-10-24 23:13:37,2064003.0
18.863,-64.4309,3.0,2015-10-25 01:13:56,2071222.0
-55.423,-27.8048,4.8,2015-10-25 02:09:30,2074556.0
-55.3325,-27.6749,4.5,2015-10-25 02:13:48,2074814.0
-55.4658,-27.893,4.8,2015-10-25 02:29:07,2075733.0
-41.9273,-73.68,4.3,2015-10-25 04:02:40,2081346.0
-20.4161,-68.9091,4.6,2015-10-25 05:46:22,2087568.0
18.1986,-65.1419,2.3,2015-10-25 05:50:52,2087838.0
17.795,-66.9091,2.1,2015-10-25 06:31:18,2090264.0
18.398,-64.7478,2.5,2015-10-25 07:00:48,2092034.0
-55.3887,-27.7383,4.3,2015-10-25 11:18:39,2107505.0
-29.7532,-71.3807,4.3,2015-10-25 13:13:46,2114412.0
18.2628,-101.611,5.2,2015-10-25 14:47:51,2120057.0
-39.4555,-72.6187,4.3,2015-10-25 15:37:42,2123048.0
-30.4401,-72.1858,4.3,2015-10-25 16:34:26,2126452.0
-21.9156,-68.6802,4.1,2015-10-25 21:51:37,2145483.0
-31.9159,-69.1843,4.0,2015-10-25 22:15:45,2146931.0
18.6527,-67.5245,2.5,2015-10-26 02:52:43,2163549.0
18.5767,-64.9458,2.3,2015-10-26 02:53:13,2163579.0
17.6893,-68.8147,3.6,2015-10-26 12:58:36,2199902.0
-30.0752,-72.9545,4.5,2015-10-26 14:26:21,2205167.0
-17.9737,-69.4634,5.0,2015-10-26 14:38:58,2205924.0
-35.5963,-70.6717,4.5,2015-10-26 14:59:34,2207160.0
12.1842,-88.8448,4.2,2015-10-26 15:53:47,2210413.0
18.2448,-67.3119,2.9,2015-10-26 21:43:54,2231420.0
18.9015,-67.2034,2.7,2015-10-26 22:11:50,2233096.0
-31.6621,-72.1311,4.1,2015-10-27 01:06:43,2243589.0
19.1751,-64.278,3.1,2015-10-27 02:07:20,2247226.0
18.9323,-65.22399999999999,2.5,2015-10-27 02:09:53,2247379.0
-55.381,-27.3805,4.3,2015-10-27 02:38:18,2249084.0
-30.7728,-72.1007,4.3,2015-10-27 02:38:56,2249122.0
-30.8476,-71.9958,4.3,2015-10-27 04:05:57,2254343.0
19.3565,-64.6723,3.3,2015-10-27 07:19:31,2265957.0
18.9892,-67.1908,3.2,2015-10-27 11:18:19,2280285.0
-34.7956,-72.8454,4.4,2015-10-27 16:21:56,2298502.0
-32.7727,-71.6589,4.4,2015-10-27 18:32:30,2306336.0
16.4378,-97.9804,4.6,2015-10-27 22:25:01,2320287.0
13.3212,-88.0872,4.9,2015-10-27 22:49:41,2321767.0
17.9395,-66.8868,1.5,2015-10-28 01:13:40,2330406.0
18.1154,-66.574,2.5,2015-10-28 02:12:27,2333933.0
17.8521,-67.1522,2.3,2015-10-28 02:43:11,2335777.0
-30.2931,-71.6389,4.1,2015-10-28 04:12:06,2341112.0
-30.8713,-71.4536,4.5,2015-10-28 04:54:55,2343681.0
15.4992,-95.3411,4.1,2015-10-28 09:01:25,2358471.0
-10.61,-76.8352,4.5,2015-10-28 09:02:43,2358549.0
-23.153000000000002,-70.607,4.9,2015-10-28 09:08:00,2358866.0
13.9473,-58.326,4.2,2015-10-28 14:04:55,2376681.0
-9.6416,-71.2977,4.5,2015-10-28 17:10:55,2387841.0
15.687000000000001,-93.8524,4.1,2015-10-28 18:20:52,2392038.0
18.3122,-67.3462,2.6,2015-10-28 19:21:40,2395686.0
-23.2998,-69.0924,4.6,2015-10-28 19:45:03,2397089.0
19.183,-64.6275,2.1,2015-10-29 00:02:55,2412561.0
6.8083,-73.0203,4.5,2015-10-29 00:34:23,2414449.0
17.8202,-66.6986,1.9,2015-10-29 00:36:50,2414596.0
19.1506,-64.6307,2.3,2015-10-29 00:44:17,2415043.0
-56.0239,-27.6803,4.0,2015-10-29 01:16:22,2416968.0
21.3612,-45.919,4.6,2015-10-29 01:28:49,2417715.0
19.1984,-68.4365,3.7,2015-10-29 01:48:24,2418890.0
18.0955,-67.0923,1.5,2015-10-29 02:12:12,2420318.0
19.2084,-64.6351,3.1,2015-10-29 02:30:05,2421391.0
-31.7533,-71.7524,4.2,2015-10-29 03:19:22,2424348.0
-10.4574,-76.7469,4.3,2015-10-29 04:02:47,2426953.0
17.989,-67.083,2.4,2015-10-29 04:40:05,2429191.0
-34.699,-71.837,4.1,2015-10-29 06:34:47,2436073.0
-28.7086,-70.5038,4.3,2015-10-29 10:28:21,2450087.0
-31.7198,-72.1,4.6,2015-10-29 10:31:27,2450273.0
-31.778000000000002,-72.2967,4.3,2015-10-29 11:34:30,2454056.0
-31.741,-72.193,4.0,2015-10-29 11:51:07,2455053.0
18.721,-66.081,2.6,2015-10-29 11:59:57,2455583.0
19.2838,-64.8375,3.1,2015-10-29 13:49:16,2462142.0
19.1732,-64.721,2.6,2015-10-29 13:50:27,2462213.0
-30.616999999999997,-71.642,4.4,2015-10-29 14:08:57,2463323.0
19.3173,-64.7273,3.3,2015-10-29 14:16:25,2463771.0
19.3766,-64.7395,3.2,2015-10-29 14:19:26,2463952.0
1.4147,-102.2278,4.6,2015-10-29 14:27:59,2464465.0
-31.848000000000003,-72.164,3.9,2015-10-29 16:20:15,2471201.0
19.2525,-64.3505,2.8,2015-10-29 19:52:38,2483944.0
-41.115,-91.0463,4.9,2015-10-29 20:41:08,2486854.0
17.7749,-65.5855,2.4,2015-10-29 21:47:46,2490852.0
19.186,-68.762,3.8,2015-10-29 22:18:27,2492693.0
6.8498,-73.0719,4.5,2015-10-29 22:40:25,2494011.0
19.0097,-64.3803,2.9,2015-10-29 22:53:18,2494784.0
18.2133,-67.8539,3.0,2015-10-29 23:17:21,2496227.0
-30.7421,-71.5608,4.2,2015-10-30 02:24:30,2507456.0
19.139,-64.6958,2.9,2015-10-30 02:40:47,2508433.0
19.1648,-64.4927,2.7,2015-10-30 02:54:39,2509265.0
18.0384,-68.5446,3.4,2015-10-30 03:05:54,2509940.0
19.1816,-64.6471,3.1,2015-10-30 03:16:25,2510571.0
18.1704,-66.7478,2.0,2015-10-30 03:20:50,2510836.0
19.1362,-65.4294,2.9,2015-10-30 03:28:23,2511289.0
19.2465,-64.8653,3.3,2015-10-30 04:15:59,2514145.0
18.0182,-66.805,1.9,2015-10-30 04:40:12,2515598.0
-10.0414,-75.35300000000001,4.3,2015-10-30 04:45:41,2515927.0
18.774,-66.0899,2.6,2015-10-30 04:53:57,2516423.0
19.177,-64.653,2.5,2015-10-30 05:47:09,2519615.0
18.6397,-66.9059,3.0,2015-10-30 06:12:19,2521125.0
17.7523,-65.4063,2.4,2015-10-30 06:34:14,2522440.0
19.1725,-64.597,3.2,2015-10-30 06:56:25,2523771.0
19.1865,-64.6266,2.8,2015-10-30 07:16:05,2524951.0
18.9085,-68.6453,3.5,2015-10-30 07:27:43,2525649.0
-31.8309,-72.0567,4.3,2015-10-30 07:55:08,2527294.0
19.0552,-64.5715,2.9,2015-10-30 07:57:44,2527450.0
14.126,-91.5393,4.4,2015-10-30 07:59:41,2527567.0
19.097,-64.5522,2.9,2015-10-30 08:10:52,2528238.0
19.0809,-64.5719,2.3,2015-10-30 08:14:11,2528437.0
19.0655,-64.5398,2.7,2015-10-30 08:32:21,2529527.0
19.1299,-64.6041,3.3,2015-10-30 08:41:08,2530054.0
19.003,-64.4135,2.5,2015-10-30 08:46:51,2530397.0
19.027,-64.5595,2.5,2015-10-30 08:49:23,2530549.0
19.0664,-64.72,2.8,2015-10-30 08:50:54,2530640.0
18.9986,-64.5262,2.7,2015-10-30 09:18:11,2532277.0
19.1685,-64.6128,2.6,2015-10-30 09:20:44,2532430.0
19.0412,-64.4322,2.9,2015-10-30 09:27:32,2532838.0
19.0921,-64.7126,2.8,2015-10-30 09:43:10,2533776.0
19.1767,-64.6461,3.3,2015-10-30 10:10:45,2535431.0
19.197,-64.6193,3.4,2015-10-30 10:12:54,2535560.0
19.1875,-64.6345,3.4,2015-10-30 10:14:20,2535646.0
19.1737,-64.6146,3.0,2015-10-30 10:17:08,2535814.0
19.1623,-64.6713,2.9,2015-10-30 10:24:41,2536267.0
19.01,-64.6085,2.4,2015-10-30 10:27:10,2536416.0
18.8577,-64.5491,2.9,2015-10-30 10:33:42,2536808.0
19.0438,-64.5647,2.3,2015-10-30 10:43:41,2537407.0
19.1215,-64.5582,2.7,2015-10-30 10:56:41,2538187.0
19.1543,-64.6348,2.6,2015-10-30 11:00:57,2538443.0
19.1235,-64.6867,3.2,2015-10-30 11:04:50,2538676.0
18.7637,-64.4558,2.5,2015-10-30 11:10:06,2538992.0
19.0702,-64.5596,2.7,2015-10-30 11:29:26,2540152.0
19.0853,-64.5759,3.0,2015-10-30 11:30:45,2540231.0
19.128,-64.5309,3.0,2015-10-30 11:58:33,2541899.0
19.0695,-64.4318,2.6,2015-10-30 12:15:56,2542942.0
-31.7046,-71.993,4.2,2015-10-30 12:41:40,2544486.0
19.1569,-64.5302,2.7,2015-10-30 13:28:11,2547277.0
19.1669,-64.5227,2.6,2015-10-30 16:19:58,2557584.0
19.1704,-65.9517,3.3,2015-10-30 17:26:56,2561602.0
18.9205,-65.2353,2.8,2015-10-30 18:56:31,2566977.0
-30.0719,-66.5968,4.6,2015-10-30 20:00:31,2570817.0
18.9899,-64.373,2.9,2015-10-30 21:59:01,2577927.0
13.1258,-88.6936,4.4,2015-10-30 23:56:30,2584976.0
19.0774,-64.374,3.0,2015-10-31 02:11:48,2593094.0
-18.5011,-71.5152,4.2,2015-10-31 02:19:10,2593536.0
18.8887,-65.0152,3.0,2015-10-31 03:24:34,2597460.0
17.8103,-66.8933,2.1,2015-10-31 03:54:51,2599277.0
19.455,-68.692,3.5,2015-10-31 06:56:32,2610178.0
13.2506,-90.6608,4.4,2015-10-31 12:13:58,2629224.0
19.5975,-70.5336,3.5,2015-10-31 13:34:37,2634063.0
10.1579,-83.9855,4.6,2015-10-31 15:10:14,2639800.0
18.3439,-64.6615,2.2,2015-10-31 16:41:25,2645271.0
10.4767,-86.2008,4.4,2015-10-31 17:34:54,2648480.0
7.394,-80.6337,4.2,2015-10-31 18:14:47,2650873.0
-55.68,-27.3589,4.4,2015-10-31 18:20:16,2651202.0
-55.2981,-26.7034,4.0,2015-10-31 18:24:53,2651479.0
18.937,-65.2498,2.7,2015-10-31 18:35:08,2652094.0
-31.0944,-71.8204,4.1,2015-10-31 19:29:17,2655343.0
8.3924,-82.816,4.3,2015-10-31 20:22:21,2658527.0
-14.3113,-76.3107,4.4,2015-10-31 23:56:08,2671354.0
