time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2015-10-05T21:51:38.000Z,-32.123,-71.751,34.5,4.2,mb,,,,1.24,us,us10003kjd,2016-01-04T22:29:16.040Z,"61km NW of La Ligua, Chile",earthquake,5.6,5.2,0.264,4,reviewed,guc,us
2015-10-05T21:58:16.000Z,-32.082,-71.795,22.7,4.2,mb,,,,0.84,us,us10003kjt,2016-01-04T22:29:16.040Z,"67km NW of La Ligua, Chile",earthquake,4.6,5.7,0.215,6,reviewed,guc,us
2015-10-06T02:00:57.540Z,-31.6899,-72.0962,20.68,4.2,mwr,,88,1.087,0.77,us,us10003kln,2016-01-04T22:29:17.040Z,"88km W of Illapel, Chile",earthquake,4.8,4.2,0.047,44,reviewed,us,us
2015-10-06T03:48:15.660Z,7.3755,-36.1333,10,4.6,mb,,90,13.118,0.91,us,us10003nte,2016-01-04T22:29:18.040Z,"Central Mid-Atlantic Ridge",earthquake,7.4,1.9,0.164,11,reviewed,us,us
2015-10-06T04:00:03.200Z,18.7397,-64.3655,41,2.2,Md,6,230.4,0.03323767,0.1,pr,pr15279000,2015-10-06T08:00:07.848Z,"44km NE of Road Town, British Virgin Islands",earthquake,2.3,0.9,0,4,reviewed,pr,pr
2015-10-06T04:00:59.100Z,18.7341,-64.3551,41,2.9,Md,6,223.2,0.02155957,0.11,pr,pr15279001,2016-01-04T22:29:18.040Z,"44km NE of Road Town, British Virgin Islands",earthquake,1.9,0.9,0,5,reviewed,pr,pr
2015-10-06T04:51:45.780Z,-30.2554,-72.0994,12.25,4.7,mwr,,142,0.578,0.68,us,us10003kme,2016-02-19T01:56:53.000Z,"80km WSW of Coquimbo, Chile",earthquake,3.5,3.9,0.049,40,reviewed,us,us
2015-10-06T05:03:39.000Z,18.8976,-65.1682,57,2.9,Md,5,255.6,0.57941336,0.21,pr,pr15279002,2016-01-04T22:29:19.040Z,"66km NNW of Charlotte Amalie, U.S. Virgin Islands",earthquake,9.4,11.1,0,4,reviewed,pr,pr
2015-10-06T05:08:17.200Z,18.1217,-67.315,17,2.4,Md,6,208.8,0.22457882,0.23,pr,pr15279003,2015-10-06T08:02:29.480Z,"14km WNW of Puerto Real, Puerto Rico",earthquake,0.8,0.9,0,5,reviewed,pr,pr
2015-10-06T05:37:56.100Z,18.3658,-65.5644,17,1.8,Md,4,208.8,0.26679964,0.12,pr,pr15279004,2015-10-06T08:03:19.684Z,"10km ENE of Fajardo, Puerto Rico",earthquake,0.8,3.8,0,4,reviewed,pr,pr
2015-10-06T05:39:07.300Z,18.51,-104.571,20.9,4.1,mb,,,,1.18,us,us10003kml,2016-01-04T22:29:19.040Z,"65km SSW of Manzanillo, Mexico",earthquake,5.5,5.4,0.062,70,reviewed,unm,us
2015-10-06T06:02:54.640Z,11.3695,-87.0252,31.46,4.5,mb,,134,1.105,0.91,us,us10003kmr,2016-01-04T22:29:19.040Z,"72km SW of Masachapa, Nicaragua",earthquake,6.3,6.6,0.077,49,reviewed,us,us
2015-10-06T06:07:32.000Z,-25.21,-70.192,42.6,4.3,mwr,,,,1.27,us,us10003kms,2016-01-04T22:29:19.040Z,"36km NE of Taltal, Chile",earthquake,7.1,5.6,0.042,54,reviewed,guc,us
2015-10-06T09:21:23.740Z,12.1177,-88.9955,29.55,5.1,mb,,84,1.576,1.12,us,us10003knh,2016-02-19T01:56:54.000Z,"137km SSW of Puerto El Triunfo, El Salvador",earthquake,6.4,3.9,0.024,556,reviewed,us,us
2015-10-06T09:42:14.500Z,17.941,-67.1731,7,2.7,Md,4,324,0.0880349,0.23,pr,pr15279005,2016-01-04T22:29:21.040Z,"3km SSE of Pole Ojea, Puerto Rico",earthquake,1.5,0.6,0,4,reviewed,pr,pr
2015-10-06T10:47:33.150Z,-31.432,-71.4573,42.76,4.7,mwr,,47,0.771,0.88,us,us10003knu,2016-01-04T22:29:21.040Z,"35km NW of Illapel, Chile",earthquake,5.9,3.9,0.044,50,reviewed,us,us
2015-10-06T12:59:39.770Z,-30.3789,-71.8161,16.15,4.1,mb,,189,0.332,0.82,us,us10003kpb,2016-01-04T22:29:22.040Z,"63km WNW of Ovalle, Chile",earthquake,5,4.7,0.303,3,reviewed,us,us
2015-10-06T13:09:03.330Z,-30.3927,-71.9603,10,4.2,mb,,95,0.396,0.85,us,us10003kpe,2016-01-04T22:29:22.040Z,"76km SW of Coquimbo, Chile",earthquake,5,1.9,0.186,8,reviewed,us,us
2015-10-06T13:52:35.660Z,-31.6888,-71.9677,10,4.1,mb,,190,1.051,0.63,us,us10003kpi,2016-01-04T22:29:22.040Z,"76km W of Illapel, Chile",earthquake,4.6,1.9,0.521,1,reviewed,us,us
2015-10-06T16:41:32.780Z,-20.003,-70.9795,12.95,4.2,mwr,,176,0.84,0.77,us,us10003kqa,2016-01-04T22:29:23.040Z,"90km WNW of Iquique, Chile",earthquake,4,5.4,0.049,40,reviewed,us,us
2015-10-06T22:48:33.670Z,-30.8438,-71.4938,35.77,4.7,mwr,,79,0.208,0.68,us,us10003kt9,2016-01-04T22:29:24.040Z,"39km SW of Ovalle, Chile",earthquake,4.8,4.6,0.043,51,reviewed,us,us
2015-10-07T01:08:26.400Z,18.889,-64.2565,34,2.6,Md,7,327.6,0.17337485,0.09,pr,pr15280000,2016-01-04T22:29:26.040Z,"64km NE of Road Town, British Virgin Islands",earthquake,1.6,0.6,0,5,reviewed,pr,pr
2015-10-07T02:12:25.230Z,-30.3816,-72.0691,12.7,4.2,mb,,196,0.474,0.59,us,us10003kup,2016-01-04T22:29:26.040Z,"84km SW of Coquimbo, Chile",earthquake,4.2,3.9,0.374,2,reviewed,us,us
2015-10-07T02:30:21.560Z,-3.932,-104.1362,10,5.4,mwb,,112,14.211,1.25,us,us10003kus,2016-02-19T01:56:57.000Z,"Central East Pacific Rise",earthquake,14,1.9,0.054,33,reviewed,us,us
2015-10-07T02:49:31.560Z,-4.0507,-104.3905,10,4.5,mb,,233,23.093,1.21,us,us10003nux,2016-02-19T01:56:59.000Z,"Central East Pacific Rise",earthquake,10.8,2,0.103,28,reviewed,us,us
2015-10-07T03:02:10.850Z,-30.8207,-71.4446,40.64,4.5,mb,,68,0.219,0.43,us,us10003kuw,2016-01-04T22:29:27.040Z,"33km SW of Ovalle, Chile",earthquake,3.2,6,0.124,19,reviewed,us,us
2015-10-07T03:09:31.100Z,18.27,-65.3655,20,2.8,Md,7,176.4,0.08623827,0.07,pr,pr15280001,2016-01-04T22:29:27.040Z,"7km WSW of Culebra, Puerto Rico",earthquake,2.4,0.7,0,4,reviewed,pr,pr
2015-10-07T03:31:55.100Z,18.694,-65.1408,62,2.5,Md,3,234,0.38358063,0.07,pr,pr15280002,2016-01-04T22:29:27.040Z,"44km NNW of Charlotte Amalie, U.S. Virgin Islands",earthquake,6.3,4.4,0,3,reviewed,pr,pr
2015-10-07T04:13:44.800Z,18.158,-67.1102,25,1.8,Md,3,230.4,0.02874609,0.05,pr,pr15280003,2015-10-07T07:58:53.289Z,"2km NE of Hormigueros, Puerto Rico",earthquake,1,0.7,0,3,reviewed,pr,pr
2015-10-07T04:45:54.960Z,-30.3764,-72.1749,11.91,4.1,mb,,196,0.552,0.7,us,us10003kvi,2016-01-04T22:29:29.040Z,"92km WSW of Coquimbo, Chile",earthquake,2.5,6,0.261,4,reviewed,us,us
2015-10-07T04:47:04.100Z,17.85,-66.165,12,2,Md,4,324,0.12666246,0.2,pr,pr15280004,2015-10-07T07:59:33.603Z,"11km S of Jobos, Puerto Rico",earthquake,1.7,0.8,0,3,reviewed,pr,pr
2015-10-07T05:59:13.080Z,-17.7468,-69.7891,127.93,4.8,mb,,89,0.813,1.26,us,us10003kvp,2016-02-19T01:57:00.000Z,"39km SE of Tarata, Peru",earthquake,6.4,5.6,0.036,233,reviewed,us,us
2015-10-07T06:41:36.710Z,16.2342,-98.2004,17.84,4.3,mb,,204,0.172,1.34,us,us10003kw0,2016-01-04T22:29:30.040Z,"21km WSW of Santiago Pinotepa Nacional, Mexico",earthquake,8.1,9.4,0.06,78,reviewed,us,us
2015-10-07T07:07:20.930Z,-21.4172,-66.8022,231.23,4.4,mb,,80,1.99,1.01,us,us10003kw2,2016-01-04T22:29:30.040Z,"79km SW of Atocha, Bolivia",earthquake,7.4,8.8,0.139,15,reviewed,us,us
2015-10-07T07:29:02.400Z,-30.3022,-72.1414,10.19,4.2,mwr,,146,0.572,1.17,us,us10003kw3,2016-01-04T22:29:30.040Z,"86km WSW of Coquimbo, Chile",earthquake,4.8,5.2,0.047,43,reviewed,us,us
2015-10-07T08:00:39.980Z,-30.2971,-71.3616,8.74,4.8,mb,,84,0.392,1.41,us,us10003kwa,2016-01-04T22:29:31.040Z,"36km NNW of Ovalle, Chile",earthquake,5.7,4.9,0.134,17,reviewed,us,us
2015-10-07T08:39:57.900Z,18.1672,-67.099,25,2.3,Md,4,230.4,0.01527136,0.09,pr,pr15280005,2015-10-07T12:07:36.240Z,"4km NE of Hormigueros, Puerto Rico",earthquake,1,0.6,0,4,reviewed,pr,pr
2015-10-07T09:08:37.220Z,14.577,-94.5473,10,4.1,mb,,194,2.762,1.02,us,us10003nvt,2016-01-04T22:29:31.040Z,"176km SSW of Paredon, Mexico",earthquake,8.6,2,0.139,14,reviewed,us,us
2015-10-07T12:34:36.930Z,-31.4877,-71.7728,23.77,4.5,mb,,143,0.819,0.67,us,us10003kx5,2016-01-04T22:29:32.040Z,"59km WNW of Illapel, Chile",earthquake,5.3,3.6,0.144,21,reviewed,us,us
2015-10-07T13:06:42.110Z,-31.8261,-72.4314,10,4.2,mb,,124,1.335,0.57,us,us10003kx9,2016-01-04T22:29:32.040Z,"121km W of Illapel, Chile",earthquake,3.1,1.9,0.199,7,reviewed,us,us
2015-10-07T14:18:54.500Z,18.9104,-64.3107,18,2.5,Md,4,306,0.18056137,0.2,pr,pr15280006,2016-01-04T22:29:33.040Z,"63km NNE of Road Town, British Virgin Islands",earthquake,5.5,0.8,0,1,reviewed,pr,pr
2015-10-07T14:35:47.480Z,6.8568,-73.024,146.92,4.1,mb,,75,0.959,0.63,us,us10003nvi,2016-01-04T22:29:33.040Z,"14km S of Piedecuesta, Colombia",earthquake,9.7,7.4,0.151,12,reviewed,us,us
2015-10-07T19:35:16.990Z,-30.8102,-71.4315,39.13,4.5,mb,,57,0.221,0.74,us,us10003kzs,2016-01-04T22:29:35.040Z,"32km SW of Ovalle, Chile",earthquake,5.8,7.6,0.221,6,reviewed,us,us
2015-10-07T21:01:58.400Z,19.6655,-64.3407,44,3.2,Md,6,320.4,0.92975632,0.17,pr,pr15280007,2016-01-04T22:29:35.040Z,"141km NNE of Road Town, British Virgin Islands",earthquake,3.6,11.4,0,4,reviewed,pr,pr
2015-10-07T21:04:10.100Z,17.9074,-65.6845,19,1.9,Md,3,291.6,0.22637545,0.18,pr,pr15280008,2015-10-08T01:07:54.679Z,"22km SE of El Negro, Puerto Rico",earthquake,1.9,1,0,1,reviewed,pr,pr
2015-10-07T22:14:27.000Z,-21.97,-69.928,50.4,3.9,ml,,,,0.53,us,us10003xpg,2016-01-04T22:29:35.040Z,"30km ENE of Tocopilla, Chile",earthquake,4,5.8,,,reviewed,guc,guc
2015-10-07T23:43:11.230Z,-31.6195,-72.3947,10,4.1,mb,,196,1.145,0.95,us,us10003l1k,2016-01-04T22:29:36.040Z,"116km W of Illapel, Chile",earthquake,7.1,1.9,0.214,6,reviewed,us,us
2015-10-08T00:15:31.240Z,15.8047,-95.9373,8.72,4.3,mb,,156,0.168,1.03,us,us10003l23,2016-01-11T21:07:14.040Z,"19km SE of Santa Maria Xadani, Mexico",earthquake,9.7,10.9,0.063,71,reviewed,us,us
2015-10-08T01:56:07.000Z,18.7605,-66.8871,63,2.9,Md,11,248.4,0.35932611,0.23,pr,pr15281000,2016-01-11T21:07:15.040Z,"30km N of Camuy, Puerto Rico",earthquake,1.4,1.8,0,11,reviewed,pr,pr
2015-10-08T02:30:25.100Z,19.423,-66.2918,10,3.2,Md,11,284.4,1.12558905,0.23,pr,pr15281001,2016-01-11T21:07:15.040Z,"105km N of Brenas, Puerto Rico",earthquake,4.2,5.8,0,11,reviewed,pr,pr
2015-10-08T02:42:24.320Z,-23.9928,-69.1547,101.6,4.5,mb,,69,0.833,0.97,us,us10003l2j,2016-01-11T21:07:15.040Z,"132km ESE of Antofagasta, Chile",earthquake,5,3.8,0.15,13,reviewed,us,us
2015-10-08T02:54:18.280Z,-30.3382,-71.9937,15.46,4.1,mb,,201,0.455,0.71,us,us10003l2m,2016-01-11T21:07:15.040Z,"75km SW of Coquimbo, Chile",earthquake,3.3,3.4,0.262,4,reviewed,us,us
2015-10-08T03:10:33.700Z,18.6497,-64.7611,5,3,Md,8,183.6,0.26949459,0.2,pr,pr15281002,2016-01-11T21:07:15.040Z,"29km NNW of Road Town, British Virgin Islands",earthquake,0.6,0.9,0,5,reviewed,pr,pr
2015-10-08T07:22:46.290Z,-30.6725,-71.7478,29.3,4.3,mwr,,83,0.097,0.76,us,us10003l31,2016-01-11T21:07:15.040Z,"53km W of Ovalle, Chile",earthquake,5.8,2.4,0.061,26,reviewed,us,us
2015-10-08T08:21:35.600Z,19.4244,-66.0658,86,3.4,Md,7,284.4,1.16331829,0.18,pr,pr15281004,2016-01-11T21:07:15.040Z,"106km N of San Juan, Puerto Rico",earthquake,4.1,6.9,0,6,reviewed,pr,pr
2015-10-08T08:46:14.130Z,-30.7116,-71.6621,35.25,4.1,mb,,189,0.044,1.18,us,us10003l3b,2016-01-11T21:07:15.040Z,"46km WSW of Ovalle, Chile",earthquake,8.4,4.5,0.303,3,reviewed,us,us
2015-10-08T10:02:41.500Z,18.4361,-67.4466,17,2.6,Md,4,244.8,0.05928881,0.37,pr,pr15281003,2016-01-11T21:07:15.040Z,"23km WNW of Rincon, Puerto Rico",earthquake,3.9,2.6,0,4,reviewed,pr,pr
2015-10-08T14:54:02.600Z,18.2695,-66.136,33,2.3,Md,6,165.6,0.3000373,0.15,pr,pr15281005,2015-10-08T17:03:38.758Z,"3km WNW of Aguas Buenas, Puerto Rico",earthquake,1.1,2.1,0,5,reviewed,pr,pr
2015-10-08T17:20:16.400Z,17.9071,-67.1072,9,1.9,Md,4,313.2,0.08623827,0.23,pr,pr15281006,2015-10-08T20:21:45.304Z,"9km SW of La Parguera, Puerto Rico",earthquake,1.7,1,0,4,reviewed,pr,pr
2015-10-08T20:04:37.920Z,-17.4579,-71.9286,51.02,4.6,mb,,184,1.762,0.4,us,us10003zdh,2016-01-11T21:07:16.040Z,"34km SSW of Punta de Bombon, Peru",earthquake,12.3,23.9,0.544,1,reviewed,us,us
2015-10-08T20:20:42.700Z,17.6457,-65.6333,14,2.7,Md,3,309.6,0.45544585,0.1,pr,pr15281007,2016-01-11T21:07:16.040Z,"47km SE of Emajagua, Puerto Rico",earthquake,1.1,1.2,0,3,reviewed,pr,pr
2015-10-09T00:05:29.100Z,18.6061,-66.7509,12,2.6,Md,5,266.4,0.24524007,0.2,pr,pr15282000,2016-01-11T21:07:16.040Z,"14km NNE of Carrizales, Puerto Rico",earthquake,1.3,0.7,0,5,reviewed,pr,pr
2015-10-09T01:31:28.100Z,17.9377,-66.9048,13,2.3,Md,5,212.4,0.13564561,0.14,pr,pr15282001,2015-10-09T03:49:01.487Z,"3km S of Guanica, Puerto Rico",earthquake,2.1,3.1,0,5,reviewed,pr,pr
2015-10-09T02:33:33.890Z,-57.4121,-24.7532,3.81,5,mb,,53,7.31,0.71,us,us10003mdm,2016-01-11T21:07:16.040Z,"168km ESE of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,10.7,3.3,0.079,51,reviewed,us,us
2015-10-09T03:52:21.800Z,19.0182,-65.3592,25,3.2,Md,4,262.8,0.70966907,0.3,pr,pr15282002,2016-01-11T21:07:16.040Z,"79km N of Culebra, Puerto Rico",earthquake,2.4,24.2,0,3,reviewed,pr,pr
2015-10-09T04:09:35.490Z,-15.9943,-69.7699,208.07,4.6,mb,,130,1.602,0.77,us,us10003mdx,2016-01-11T21:07:16.040Z,"14km NW of Ilave, Peru",earthquake,6.8,3.6,0.04,187,reviewed,us,us
2015-10-09T05:54:09.700Z,17.9207,-66.8884,12,2.5,Md,9,223.2,0.15451023,0.1,pr,pr15282003,2016-01-11T21:07:16.040Z,"5km SSE of Guanica, Puerto Rico",earthquake,0.8,0.6,0,6,reviewed,pr,pr
2015-10-09T06:08:55.970Z,-30.8494,-71.5687,46.36,4.6,mww,,82,0.184,0.59,us,us10003me8,2016-01-11T21:07:16.040Z,"44km SW of Ovalle, Chile",earthquake,2,4,,,reviewed,us,us
2015-10-09T06:52:34.750Z,-31.5296,-71.4782,39.25,4,ml,,142,0.863,0.45,us,us10003meb,2016-01-11T21:07:16.040Z,"31km WNW of Illapel, Chile",earthquake,3.9,12.1,,,reviewed,us,guc
2015-10-09T08:20:39.650Z,-31.0489,-71.2989,52.53,4.4,mb,,134,0.472,0.71,us,us10003mel,2016-01-11T21:07:16.040Z,"50km S of Ovalle, Chile",earthquake,4.9,3.3,0.379,2,reviewed,us,us
2015-10-09T10:38:22.010Z,-30.578,-72.3973,10,4.3,mwr,,88,0.664,1.45,us,us10003mg0,2016-01-11T21:07:17.040Z,"114km W of Ovalle, Chile",earthquake,4.3,1.8,0.066,22,reviewed,us,us
2015-10-09T11:47:02.230Z,-2.4263,-79.5858,78.81,4.5,mb,,75,2.879,0.81,us,us10003mg3,2016-01-11T21:07:17.040Z,"25km SSW of Naranjito, Ecuador",earthquake,8.6,7.7,0.061,79,reviewed,us,us
2015-10-09T12:45:39.140Z,-30.137,-72.1387,10,4.3,mwr,,88,0.689,1.39,us,us10003mg9,2016-01-11T21:07:17.040Z,"79km WSW of Coquimbo, Chile",earthquake,2.3,1.8,0.053,34,reviewed,us,us
2015-10-09T17:08:55.490Z,-8.0706,-79.1971,35,4,mb,,156,6.44,1.19,us,us10003mj9,2016-01-11T21:07:17.040Z,"13km SSE of Santiago de Cao, Peru",earthquake,10.9,2,0.195,7,reviewed,us,us
2015-10-09T18:27:36.650Z,-31.7323,-71.7325,35,5.5,mww,,34,1.058,1.18,us,us10003mjs,2016-02-19T01:57:06.000Z,"54km WSW of Illapel, Chile",earthquake,3.9,1.8,,,reviewed,us,us
2015-10-09T18:46:44.000Z,17.836,-65.5558,3,2.4,Md,8,223.2,0.2587148,0.63,pr,pr15282004,2015-10-09T19:58:48.099Z,"30km SSW of Esperanza, Puerto Rico",earthquake,1.7,2.3,0,8,reviewed,pr,pr
2015-10-09T19:34:09.000Z,-31.7373,-72.2605,14.05,4.1,mwr,,197,1.187,0.72,us,us10003mka,2016-01-11T21:07:17.040Z,"104km W of Illapel, Chile",earthquake,6.4,8,0.05,38,reviewed,us,us
2015-10-09T22:18:19.090Z,-30.607,-71.399,55.2,4.1,mwr,,,,1.12,us,us10003mm3,2016-01-11T21:07:17.040Z,"19km W of Ovalle, Chile",earthquake,5.1,4.3,0.066,22,reviewed,guc,us
2015-10-10T01:36:43.200Z,18.4664,-66.247,120,2.7,Md,10,180,0.22008724,0.3,pr,pr15283000,2016-01-11T21:07:17.040Z,"2km ENE of Dorado, Puerto Rico",earthquake,3.2,1.3,0,8,reviewed,pr,pr
2015-10-10T05:06:28.880Z,-22.9691,-66.4436,225.24,4.6,mwr,,95,1.599,0.81,us,us10003mn2,2016-01-11T21:07:18.040Z,"81km WSW of Abra Pampa, Argentina",earthquake,9.5,8.4,,,reviewed,us,guc
2015-10-10T05:25:27.690Z,15.7923,-94.7221,34.46,4.2,mb,,130,1.3,1.24,us,us10003mn5,2016-01-11T21:07:18.040Z,"49km S of San Francisco del Mar, Mexico",earthquake,1.7,6.8,0.088,36,reviewed,us,us
2015-10-10T06:00:23.300Z,-24.4242,-67.0143,164.23,4.9,mb,,42,1.813,0.75,us,us10003mnb,2016-02-19T01:57:07.000Z,"74km WSW of San Antonio de los Cobres, Argentina",earthquake,6.6,5.8,0.067,69,reviewed,us,us
2015-10-10T07:50:07.100Z,18.2145,-67.3874,28,2.5,Md,8,201.6,0.18954452,0.2,pr,pr15283001,2016-01-11T21:07:18.040Z,"19km SW of Stella, Puerto Rico",earthquake,0.9,1.6,0,6,reviewed,pr,pr
2015-10-10T08:44:29.600Z,17.863,-67.18,5,1.8,Md,3,324,0.15720517,0.07,pr,pr15283002,2015-10-10T12:05:30.914Z,"12km S of Pole Ojea, Puerto Rico",earthquake,1,0.6,0,1,reviewed,pr,pr
2015-10-10T08:58:37.420Z,-30.6505,-72.1357,11.35,4.5,mwr,,180,0.432,1.06,us,us10003mnr,2016-01-11T21:07:18.040Z,"89km W of Ovalle, Chile",earthquake,2.9,4.9,0.044,49,reviewed,us,us
2015-10-10T09:12:46.400Z,18.811,-64.838,64,3.1,Md,6,248.4,0.44466607,0.1,pr,pr15283003,2016-01-11T21:07:18.040Z,"49km NNW of Road Town, British Virgin Islands",earthquake,4.2,3.3,0,5,reviewed,pr,pr
2015-10-10T10:39:52.700Z,17.8603,-67.18,4,2.1,Md,3,324,0.15900181,0,pr,pr15283004,2015-10-10T12:50:31.420Z,"12km S of Pole Ojea, Puerto Rico",earthquake,0.8,0.5,0,2,reviewed,pr,pr
2015-10-10T12:18:09.600Z,18.9645,-64.8841,28,3,Md,6,259.2,0.61354934,0.23,pr,pr15283005,2016-01-11T21:07:18.040Z,"66km NNW of Road Town, British Virgin Islands",earthquake,3.4,16.2,0,4,reviewed,pr,pr
2015-10-10T13:16:34.000Z,-30.52,-71.558,25.4,4.2,mb,,,,0.87,us,us10003mp6,2016-01-11T21:07:18.040Z,"35km WNW of Ovalle, Chile",earthquake,6.3,6.5,0.372,2,reviewed,guc,us
2015-10-10T14:26:04.000Z,-31.77,-71.654,40.1,4.1,ml,,,,0,us,us10003mp9,2016-01-11T21:07:18.040Z,"48km WSW of Illapel, Chile",earthquake,0,0,,,reviewed,guc,guc
2015-10-10T17:13:16.300Z,18.6534,-66.4954,67,2.4,Md,14,226.8,0.17696811,0.18,pr,pr15283006,2015-10-10T19:40:12.152Z,"21km N of Tierras Nuevas Poniente, Puerto Rico",earthquake,0.7,0.7,0,12,reviewed,pr,pr
2015-10-10T19:33:29.400Z,18.7814,-64.2117,44,2.3,Md,3,324,0.12576414,0.28,pr,pr15283007,2015-10-11T00:02:36.622Z,"58km NE of Road Town, British Virgin Islands",earthquake,12.2,3,0,3,reviewed,pr,pr
2015-10-10T23:08:24.720Z,-30.3478,-72.6171,10,4.4,mb,,150,0.907,1.02,us,us10003mr9,2016-01-11T21:07:19.040Z,"130km WSW of Coquimbo, Chile",earthquake,4.2,1.9,0.189,8,reviewed,us,us
2015-10-10T23:35:24.720Z,-55.1568,-28.301,10,4.6,mb,,114,4.826,0.73,us,us10003ppa,2016-01-11T21:07:19.040Z,"185km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,12.5,1.9,0.136,16,reviewed,us,us
2015-10-11T00:16:12.500Z,18.8346,-65.0006,20,2.6,Md,3,262.8,0.58839651,0.17,pr,pr15284000,2016-01-11T21:07:19.040Z,"55km N of Charlotte Amalie, U.S. Virgin Islands",earthquake,2.2,16.2,0,2,reviewed,pr,pr
2015-10-11T00:26:58.200Z,18.1429,-67.2659,22,2.4,Md,10,187.2,0.17337485,0.07,pr,pr15284001,2015-10-11T04:39:04.896Z,"11km NW of Puerto Real, Puerto Rico",earthquake,0.5,0.8,0,9,reviewed,pr,pr
2015-10-11T02:33:32.510Z,-30.7276,-71.4836,38.54,4.6,mb,,49,0.141,0.56,us,us10003ms7,2016-01-11T21:07:19.040Z,"30km WSW of Ovalle, Chile",earthquake,6.7,3.1,0.088,38,reviewed,us,us
2015-10-11T02:43:35.500Z,19.354,-65.7133,76,3,Md,9,291.6,1.08516486,0.18,pr,pr15284002,2016-01-11T21:07:19.040Z,"103km N of Vieques, Puerto Rico",earthquake,2.8,5.6,0,5,reviewed,pr,pr
2015-10-11T04:14:27.800Z,18.8934,-65.468,9,3,Md,15,219.6,0.60905776,0.36,pr,pr15284003,2016-01-11T21:07:19.040Z,"63km NNE of Luquillo, Puerto Rico",earthquake,1.1,2.2,0,9,reviewed,pr,pr
2015-10-11T08:33:50.900Z,19.1448,-66.4785,37,3.3,Md,20,234,0.66475331,0.23,pr,pr15284004,2016-01-11T21:07:20.040Z,"75km N of Tierras Nuevas Poniente, Puerto Rico",earthquake,1,4.8,0,14,reviewed,pr,pr
2015-10-11T10:15:19.170Z,16.5627,-62.4367,131.78,4.1,mb,,107,1.061,0.75,us,us10003mu4,2016-01-11T21:07:20.040Z,"28km WSW of Plymouth, Montserrat",earthquake,8.9,13.5,0.157,11,reviewed,us,us
2015-10-11T13:13:40.500Z,18.1425,-67.3425,9,2.4,Md,5,302.4,0.2587148,0.14,pr,pr15284005,2015-10-11T17:27:10.099Z,"18km WNW of Puerto Real, Puerto Rico",earthquake,2.2,2,0,5,reviewed,pr,pr
2015-10-11T13:59:24.540Z,-31.3907,-69.2462,116.79,4.2,mb,,63,0.504,0.97,us,us10003muw,2016-01-11T21:07:20.040Z,"16km ESE of Calingasta, Argentina",earthquake,6,6.8,0.373,2,reviewed,us,us
2015-10-11T15:47:14.900Z,18.6025,-64.0436,62,2.7,Md,8,284.4,0.30093562,0.28,pr,pr15284006,2016-01-11T21:07:20.040Z,"63km ENE of Road Town, British Virgin Islands",earthquake,2,1.7,0,7,reviewed,pr,pr
2015-10-11T16:54:58.280Z,-30.631,-71.8858,24.09,4.6,mwr,,86,0.22,1.21,us,us10003mve,2016-01-11T21:07:20.040Z,"65km W of Ovalle, Chile",earthquake,5.9,4,0.041,56,reviewed,us,us
2015-10-11T18:04:42.800Z,17.9424,-66.8961,12,2.1,Md,12,180,0.03593261,0.25,pr,pr15284007,2015-10-11T19:50:48.086Z,"3km SSE of Guanica, Puerto Rico",earthquake,0.8,0.4,0,10,reviewed,pr,pr
2015-10-11T21:22:17.270Z,-28.05,-66.3784,159.03,4.2,mb,,102,2.728,0.89,us,us10003pqg,2016-01-11T21:07:20.040Z,"37km NW of Mutquin, Argentina",earthquake,8.6,7.6,0.158,11,reviewed,us,us
2015-10-11T21:23:44.580Z,-30.7119,-71.3982,40.45,4.7,mb,,44,0.207,0.51,us,us10003pqf,2016-01-11T21:07:20.040Z,"22km SW of Ovalle, Chile",earthquake,3.8,5.2,0.209,7,reviewed,us,us
2015-10-11T23:06:22.500Z,17.466,-94.8199,147.3,4.3,mb,,,,0.96,us,us10003mwj,2016-01-11T21:07:21.040Z,"22km E of Jesus Carranza, Mexico",earthquake,8.2,8.4,0.049,119,reviewed,unm,us
2015-10-11T23:46:25.110Z,16.3928,-100.2169,14.2,4.1,mb,,211,0.653,0.85,us,us10003pqk,2016-01-11T21:07:21.040Z,"62km SSW of Acapulco de Juarez, Mexico",earthquake,6.1,8.6,0.076,47,reviewed,us,us
2015-10-12T00:29:44.900Z,18.8076,-64.249,38,2.8,Md,10,327.6,0.11049278,0.07,pr,pr15285000,2016-01-11T21:07:21.040Z,"58km NE of Road Town, British Virgin Islands",earthquake,2.2,0.8,0,5,reviewed,pr,pr
2015-10-12T00:45:43.200Z,18.2278,-67.2135,106,2.8,Md,7,226.8,0.13115403,0.25,pr,pr15285001,2016-01-11T21:07:21.040Z,"7km SSW of La Playa, Puerto Rico",earthquake,2.4,1.5,0,6,reviewed,pr,pr
2015-10-12T01:46:46.570Z,-30.7384,-71.5254,35.4,4.2,mb,,61,0.114,1.13,us,us10003mwz,2016-01-11T21:07:21.040Z,"34km WSW of Ovalle, Chile",earthquake,4.9,8.4,0.186,8,reviewed,us,us
