time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2015-10-12T02:25:43.310Z,-25.4308,-69.2815,120.52,4.1,mb,,98,1.295,1.49,us,us10003mx4,2016-01-11T21:07:21.040Z,"120km E of Taltal, Chile",earthquake,7.6,8.6,0.197,7,reviewed,us,us
2015-10-12T02:26:14.200Z,17.9946,-66.855,15,1.5,Md,5,183.6,0.18145969,0.2,pr,pr15285002,2015-10-12T05:55:21.218Z,"2km SE of Palomas, Puerto Rico",earthquake,0.8,3.6,0,5,reviewed,pr,pr
2015-10-12T02:59:05.000Z,-32.114,-71.78,37.4,4.1,mb,,,,0.89,us,us10003mx7,2016-01-11T21:07:21.040Z,"63km NW of La Ligua, Chile",earthquake,6.9,7.3,0.184,8,reviewed,guc,us
2015-10-12T03:15:19.160Z,-31.1849,-71.8227,21,5.6,mww,,45,0.534,0.89,us,us10003mxa,2016-02-19T01:57:18.000Z,"79km NW of Illapel, Chile",earthquake,5.1,1.8,,,reviewed,us,us
2015-10-12T03:31:32.270Z,-31.1866,-71.8325,19.65,5,mwr,,82,0.538,0.97,us,us10003mxb,2016-01-11T21:07:21.040Z,"80km NW of Illapel, Chile",earthquake,5.8,3,,,reviewed,us,guc
2015-10-12T04:16:09.000Z,-13.9,-76.19,46,4.3,mb,,,,1.57,us,us2000418i,2016-01-11T21:07:21.040Z,"9km ESE of Paracas, Peru",earthquake,11.2,8.9,0.266,4,reviewed,lim,us
2015-10-12T04:26:49.000Z,-23.9547,-67.0225,189.86,4,mb,,54,1.457,1.27,us,us10003ngu,2016-01-11T21:07:21.040Z,"77km WNW of San Antonio de los Cobres, Argentina",earthquake,5.2,8.5,0.184,8,reviewed,us,us
2015-10-12T04:35:40.770Z,7.5362,-77.476,10,5.2,mb,,24,1.112,1.33,us,us10003mxh,2016-02-19T01:57:19.000Z,"41km WNW of Riosucio, Colombia",earthquake,5.6,1.8,0.03,352,reviewed,us,us
2015-10-12T04:36:45.000Z,-31.569,-65.114,10.2,3.1,md,,,,2.24,us,us10003p12,2016-01-11T21:07:21.040Z,"17km NNW of Villa Cura Brochero, Argentina",earthquake,9.9,8.2,,,reviewed,sja,sja
2015-10-12T04:50:18.000Z,-31.186,-71.735,26.4,4,mb,,,,1.04,us,us10003mxi,2016-01-11T21:07:21.040Z,"73km NW of Illapel, Chile",earthquake,6.3,6.3,0.231,5,reviewed,guc,us
2015-10-12T05:10:19.700Z,-31.1388,-71.9383,37.17,4.1,mb,,188,0.531,0.77,us,us10003mxk,2016-01-11T21:07:21.040Z,"91km NW of Illapel, Chile",earthquake,6.5,13.7,0.371,2,reviewed,us,us
2015-10-12T05:50:58.730Z,13.9043,-92.3265,35,4.2,mb,,177,0.869,1.46,us,us10003mxl,2016-01-11T21:07:21.040Z,"62km SW of Champerico, Guatemala",earthquake,4.8,2,0.084,40,reviewed,us,us
2015-10-12T06:42:07.900Z,18.9965,-64.8015,37,3,Md,10,244.8,0.51653129,0.28,pr,pr15285003,2016-01-11T21:07:21.040Z,"67km NNW of Road Town, British Virgin Islands",earthquake,2.9,8.1,0,6,reviewed,pr,pr
2015-10-12T06:57:20.100Z,17.9811,-66.8636,11,2.1,Md,4,194.4,0.17247653,0.23,pr,pr15285004,2015-10-12T08:16:07.996Z,"2km E of Maria Antonia, Puerto Rico",earthquake,1.4,5.2,0,2,reviewed,pr,pr
2015-10-12T06:58:57.750Z,-29.6534,-71.7064,55.99,4.5,mb,,123,0.485,0.54,us,us10003mxp,2016-01-11T21:07:21.040Z,"48km NW of Coquimbo, Chile",earthquake,5.7,6.6,0.27,4,reviewed,us,us
2015-10-12T10:12:07.900Z,18.281,-66.0167,135,3,Md,20,151.2,0.06827196,0.21,pr,pr15285005,2016-01-11T21:07:22.040Z,"3km NE of Bairoa, Puerto Rico",earthquake,2.3,1,0,18,reviewed,pr,pr
2015-10-12T10:27:59.000Z,-30.429,-71.684,31.3,4.2,ml,,,,1.14,us,us10003myl,2016-01-11T21:07:22.040Z,"50km WNW of Ovalle, Chile",earthquake,3.7,6.9,,,reviewed,guc,guc
2015-10-12T11:42:07.400Z,18.8164,-64.3165,39,3.1,Md,8,316.8,0.0880349,0.09,pr,pr15285006,2016-01-11T21:07:22.040Z,"54km NE of Road Town, British Virgin Islands",earthquake,1.9,0.7,0,7,reviewed,pr,pr
2015-10-12T14:09:42.560Z,-31.1368,-71.9608,19.16,4.5,mb,,134,0.539,0.89,us,us10003mz0,2016-01-11T21:07:22.040Z,"93km NW of Illapel, Chile",earthquake,5,3.7,0.118,21,reviewed,us,us
2015-10-12T14:47:59.500Z,-31.1283,-71.8206,34.6,4,mb,,190,0.48,0.72,us,us10003mz7,2016-01-11T21:07:22.040Z,"83km SW of Ovalle, Chile",earthquake,7.1,6.1,0.366,2,reviewed,us,us
2015-10-12T14:59:21.220Z,-30.5627,-71.697,26.22,4.2,mwr,,120,0.123,0.76,us,us10003mze,2016-01-11T21:07:22.040Z,"47km W of Ovalle, Chile",earthquake,4.9,3.7,0.047,43,reviewed,us,us
2015-10-12T15:18:53.770Z,12.8958,-88.4702,62.55,4.7,mb,,130,1.08,0.95,us,us10003n1l,2016-01-11T21:07:22.040Z,"43km SSE of Puerto El Triunfo, El Salvador",earthquake,5.8,4.3,0.031,311,reviewed,us,us
2015-10-12T16:01:02.690Z,-30.784,-71.5077,35.72,4.6,mb,,72,0.155,1.03,us,us10003n1t,2016-01-11T21:07:22.040Z,"35km SW of Ovalle, Chile",earthquake,4.4,6.1,0.119,21,reviewed,us,us
2015-10-12T16:46:43.840Z,-30.5918,-71.7146,20.02,4.6,mwr,,63,0.106,0.94,us,us10003n20,2016-01-11T21:07:22.040Z,"49km W of Ovalle, Chile",earthquake,4.3,3.3,0.047,43,reviewed,us,us
2015-10-12T17:07:22.000Z,-33.392,-72.368,20,4.2,mwr,,,,1.44,us,us10003n28,2016-01-11T21:07:23.040Z,"72km WNW of San Antonio, Chile",earthquake,4.7,4.5,0.068,21,reviewed,guc,us
2015-10-12T17:23:10.500Z,18.7035,-66.0643,53,2.2,Md,6,230.4,0.39256378,0.1,pr,pr15285008,2015-10-12T21:21:52.577Z,"26km N of San Juan, Puerto Rico",earthquake,1.2,1.2,0,4,reviewed,pr,pr
2015-10-12T18:49:29.800Z,18.9013,-65.86,24,2.8,Md,9,241.2,0.62522744,0.11,pr,pr15285009,2016-01-11T21:07:23.040Z,"52km N of Loiza, Puerto Rico",earthquake,0.6,8.5,0,9,reviewed,pr,pr
2015-10-12T18:52:53.800Z,18.915,-65.8615,26,3.2,Md,16,219.6,0.63780385,0.17,pr,pr15285007,2016-01-11T21:07:23.040Z,"53km N of Loiza, Puerto Rico",earthquake,0.7,7.2,0,13,reviewed,pr,pr
2015-10-12T23:30:26.440Z,-30.4915,-72.1614,10,4.3,mwr,,91,0.489,0.99,us,us10003n55,2016-01-11T21:07:23.040Z,"92km W of Ovalle, Chile",earthquake,4.9,1.8,0.047,43,reviewed,us,us
2015-10-12T23:57:02.400Z,18.2856,-68.0565,118,3.3,Md,13,327.6,0.91538327,0.2,pr,pr15285010,2016-01-11T21:07:23.040Z,"49km SE of Punta Cana, Dominican Republic",earthquake,2.2,1.3,0,12,reviewed,pr,pr
2015-10-13T00:15:14.000Z,-30.713,-71.575,34.8,4.1,ml,,,,1.61,us,us10003n5f,2016-01-11T21:07:23.040Z,"38km WSW of Ovalle, Chile",earthquake,3.2,1.7,,,reviewed,guc,guc
2015-10-13T01:05:31.390Z,-30.4356,-71.622,24.51,4.4,mb,,164,0.237,0.88,us,us10003n69,2016-01-11T21:07:23.040Z,"44km WNW of Ovalle, Chile",earthquake,4.8,2.8,0.309,3,reviewed,us,us
2015-10-13T05:32:54.010Z,-22.6921,-66.3403,250.4,4.1,mb,,126,1.715,0.88,us,us10003q8a,2016-01-11T21:07:24.040Z,"66km W of Abra Pampa, Argentina",earthquake,9.9,8.8,0.525,1,reviewed,us,us
2015-10-13T07:07:27.590Z,19.9756,-75.8527,23.77,4,mb,,61,0.699,0.96,us,us10003n85,2016-01-11T21:07:24.040Z,"6km SSW of Santiago de Cuba, Cuba",earthquake,3.6,7.2,0.299,3,reviewed,us,us
2015-10-13T07:19:41.960Z,15.2675,-91.9282,10,4.2,mb,,128,0.413,0.61,us,us10003n86,2016-01-11T21:07:24.040Z,"6km NE of San Jose Ojetenan, Guatemala",earthquake,6.7,2,0.103,26,reviewed,us,us
2015-10-13T09:17:17.290Z,-30.0825,-71.9132,10,4.3,mb,,191,0.607,1.11,us,us10003n89,2016-01-11T21:07:24.040Z,"56km WSW of Coquimbo, Chile",earthquake,3.2,2,0.376,2,reviewed,us,us
2015-10-13T09:29:03.150Z,-34.0847,-72.3796,11.93,4.2,mwr,,63,0.766,1.02,us,us10003n8a,2016-01-11T21:07:24.040Z,"88km SW of San Antonio, Chile",earthquake,3.4,3.4,0.043,51,reviewed,us,us
2015-10-13T09:47:32.600Z,17.8932,-68.6345,116,3.5,Md,7,338.4,1.20194585,0.56,pr,pr15286000,2016-01-11T21:07:24.040Z,"53km S of Boca de Yuma, Dominican Republic",earthquake,8.8,6.2,0,7,reviewed,pr,pr
2015-10-13T11:01:39.900Z,18.7178,-67.026,59,2.8,Md,3,316.8,0.44915764,0.25,pr,pr15286001,2016-01-11T21:07:24.040Z,"24km N of Isabela, Puerto Rico",earthquake,3.1,3.9,0,3,reviewed,pr,pr
2015-10-13T11:16:25.770Z,-30.5903,-71.4013,42.25,4.3,mb,,82,0.217,1.15,us,us10003q7q,2016-01-11T21:07:24.040Z,"19km W of Ovalle, Chile",earthquake,5.2,5.7,0.307,3,reviewed,us,us
2015-10-13T12:45:55.740Z,-27.6585,-70.7834,61.16,4.2,mb,,158,0.491,1.46,us,us10003nad,2016-01-11T21:07:24.040Z,"54km SW of Copiapo, Chile",earthquake,2.1,7.1,0.306,3,reviewed,us,us
2015-10-13T14:49:19.900Z,18.0076,-66.8155,11,2.1,Md,8,162,0.06737365,0.17,pr,pr15286002,2015-10-13T16:50:17.755Z,"1km NNE of Indios, Puerto Rico",earthquake,0.5,0.8,0,7,reviewed,pr,pr
2015-10-13T15:14:36.200Z,18.8122,-65.2713,63,3,Md,4,241.2,0.50215824,0.11,pr,pr15286004,2016-01-11T21:07:24.040Z,"56km N of Culebra, Puerto Rico",earthquake,8.6,8.7,0,3,reviewed,pr,pr
2015-10-13T15:44:46.100Z,18.0778,-65.0233,13,2.8,Md,8,118.8,0.28027437,0.27,pr,pr15286003,2016-01-11T21:07:24.040Z,"30km SSW of Charlotte Amalie, U.S. Virgin Islands",earthquake,0.5,1.2,0,8,reviewed,pr,pr
2015-10-13T17:43:23.800Z,18.0287,-68.2656,114,3.3,Md,10,331.2,0.82645006,0.25,pr,pr15286005,2016-01-11T21:07:25.040Z,"53km SE of Boca de Yuma, Dominican Republic",earthquake,2.8,1.4,0,8,reviewed,pr,pr
2015-10-13T17:46:58.470Z,-31.7512,-72.1625,10.2,3.9,mwr,,195,1.165,1.01,us,us10003nd8,2016-01-11T21:07:25.040Z,"95km W of Illapel, Chile",earthquake,6,4.5,0.051,37,reviewed,us,us
2015-10-13T19:33:02.480Z,-31.2252,-71.57,40.84,4.1,mwr,,83,0.552,1.03,us,us10003ndh,2016-01-11T21:07:25.040Z,"59km NW of Illapel, Chile",earthquake,3.9,6.5,0.069,20,reviewed,us,us
2015-10-13T20:13:17.270Z,-55.6369,-27.6107,43.71,4.6,mb,,78,5.292,0.7,us,us10003q8f,2016-01-11T21:07:25.040Z,"121km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,11.9,6.8,0.172,11,reviewed,us,us
2015-10-13T23:25:58.520Z,-30.9269,-72.1397,7.28,4,mb,,88,0.502,0.96,us,us10003ngy,2016-01-11T21:07:25.040Z,"97km WSW of Ovalle, Chile",earthquake,3.5,4.9,0.211,6,reviewed,us,us
2015-10-14T03:48:00.660Z,-30.3953,-71.8561,18.41,4.2,mb,,149,0.336,0.64,us,us10003q90,2016-01-11T21:07:25.040Z,"66km WNW of Ovalle, Chile",earthquake,3.9,5.2,0.264,4,reviewed,us,us
2015-10-14T04:34:39.800Z,18.0541,-65.4178,10,2.5,Md,9,147.6,0.28296931,0.62,pr,pr15287000,2016-01-11T21:07:25.040Z,"7km SE of Esperanza, Puerto Rico",earthquake,1.9,3.2,0,7,reviewed,pr,pr
2015-10-14T06:08:37.000Z,18.7437,-68.6372,155,3.4,Md,12,338.4,1.47323707,0.67,pr,pr15287001,2016-01-11T21:07:26.040Z,"10km NNE of Otra Banda, Dominican Republic",earthquake,10.2,5,0,7,reviewed,pr,pr
2015-10-14T06:48:24.500Z,18.2691,-66.405,27,2.4,Md,10,108,0.23805355,0.25,pr,pr15287002,2015-10-14T07:59:04.667Z,"6km S of Morovis, Puerto Rico",earthquake,0.7,1.8,0,7,reviewed,pr,pr
2015-10-14T07:31:52.240Z,13.0235,-88.7959,51.84,4.1,md,,119,0.783,1.14,us,us10003nix,2016-01-11T21:07:26.040Z,"39km SW of Puerto El Triunfo, El Salvador",earthquake,7.3,9.8,,,reviewed,us,snet
2015-10-14T07:47:18.980Z,7.6522,-73.3038,125.68,5,mww,,31,1.761,1.24,us,us10003niy,2016-02-19T01:57:34.000Z,"15km SE of San Alberto, Colombia",earthquake,6.5,4.9,,,reviewed,us,us
2015-10-14T08:35:37.000Z,-31.264,-71.46,49.9,4.2,mb,,,,1.35,us,us10003nj3,2016-01-11T21:07:26.040Z,"49km NW of Illapel, Chile",earthquake,7.6,6.8,0.305,3,reviewed,guc,us
2015-10-14T11:30:42.310Z,-33.358,-72.6858,10,4.4,mwr,,173,0.94,0.76,us,us10003nkg,2016-01-11T21:07:26.040Z,"102km WNW of San Antonio, Chile",earthquake,2.8,1.9,0.056,31,reviewed,us,us
2015-10-14T12:56:09.000Z,-22.575,-68.71,108.8,4.3,mb,,,,0.76,us,us10003nkp,2016-01-11T21:07:26.040Z,"25km ESE of Calama, Chile",earthquake,3.9,5.2,0.238,5,reviewed,guc,us
2015-10-14T15:24:30.400Z,19.2196,-67.7011,34,2.8,Md,6,338.4,0.93334958,0.18,pr,pr15287004,2016-01-11T21:07:26.040Z,"102km NE of Punta Cana, Dominican Republic",earthquake,2.3,12.9,0,6,reviewed,pr,pr
2015-10-14T18:19:47.400Z,18.8269,-67.1744,30,2.6,Md,12,248.4,0.36112274,0.2,pr,pr15287003,2016-01-11T21:07:26.040Z,"37km NNW of San Antonio, Puerto Rico",earthquake,0.8,2.6,0,12,reviewed,pr,pr
2015-10-15T00:48:17.720Z,19.2587,-105.3228,10,4.5,mb,,185,1.639,0.94,us,us10003nrr,2016-01-15T20:50:37.040Z,"65km W of San Patricio, Mexico",earthquake,6.4,1.9,0.048,127,reviewed,us,us
2015-10-15T02:53:58.700Z,14.5373,-92.7457,52.23,4.2,mb,,150,0.593,0.87,us,us10003qpi,2016-01-15T20:50:37.040Z,"40km WSW of Puerto Madero, Mexico",earthquake,6.1,9.6,0.095,31,reviewed,us,us
2015-10-15T04:49:49.300Z,18.9985,-65.4722,52,2.8,Md,9,230.4,0.70966907,0.37,pr,pr15288000,2016-01-15T20:50:37.040Z,"73km NNE of Luquillo, Puerto Rico",earthquake,3.6,7.8,0,6,reviewed,pr,pr
2015-10-15T07:13:24.370Z,16.6626,-93.4416,193.89,4.4,mb,,84,0.327,1.34,us,us10003nt7,2016-01-15T20:50:38.040Z,"14km SW of Ocozocuautla, Mexico",earthquake,7.7,5.1,0.127,18,reviewed,us,us
2015-10-15T10:07:28.140Z,-2.5015,-78.7623,97.13,5.4,mww,,26,2.738,1.03,us,us10003nud,2016-02-19T01:57:35.000Z,"19km ENE of Canar, Ecuador",earthquake,7.7,4.5,,,reviewed,us,us
2015-10-15T11:03:11.710Z,-30.8217,-71.8166,34.33,4.7,mb,,48,0.214,1.12,us,us10003nuj,2016-01-15T20:50:39.040Z,"64km WSW of Ovalle, Chile",earthquake,4.6,4.3,0.07,62,reviewed,us,us
2015-10-15T12:44:29.300Z,17.9106,-67.18,14,1.5,Md,3,309.6,0.11678099,0.05,pr,pr15288001,2015-10-15T15:25:38.632Z,"7km S of Pole Ojea, Puerto Rico",earthquake,1.1,1.1,0,2,reviewed,pr,pr
2015-10-15T13:39:02.600Z,19.1413,-64.4042,43,2.9,Md,4,302.4,0.41502166,0.07,pr,pr15288002,2016-01-15T20:50:40.040Z,"83km NNE of Road Town, British Virgin Islands",earthquake,1.6,2.6,0,2,reviewed,pr,pr
2015-10-15T13:51:45.400Z,18.1881,-67.2622,27,2.1,Md,8,172.8,0.16798496,0.07,pr,pr15288003,2015-10-15T15:48:31.349Z,"13km W of Mayaguez, Puerto Rico",earthquake,0.4,0.8,0,6,reviewed,pr,pr
2015-10-15T17:57:32.300Z,18.5981,-65.6102,23,2.9,Md,13,176.4,0.3997503,0.23,pr,pr15288005,2016-01-15T20:50:41.040Z,"27km NNE of Luquillo, Puerto Rico",earthquake,1.2,7.1,0,12,reviewed,pr,pr
2015-10-15T18:01:31.120Z,-22.7367,-68.9815,111.18,4.5,mb,,54,0.139,0.84,us,us10003nxs,2016-01-15T20:50:41.040Z,"30km S of Calama, Chile",earthquake,6.1,4.4,0.171,10,reviewed,us,us
2015-10-15T18:12:23.840Z,10.306,-60.4299,10,4.3,mb,,139,0.991,0.84,us,us10003qpw,2016-01-15T20:50:41.040Z,"81km ESE of Sangre Grande, Trinidad and Tobago",earthquake,6.9,1.9,0.188,8,reviewed,us,us
2015-10-15T19:23:22.680Z,-30.5632,-71.6201,35.82,4.9,mww,,102,0.111,1.04,us,us10003ny7,2016-02-19T01:57:36.000Z,"40km W of Ovalle, Chile",earthquake,6.3,4.2,,,reviewed,us,us
2015-10-15T19:56:46.910Z,-34.8999,-108.125,10,4.8,mb,,108,30.087,0.79,us,us10003nyl,2016-02-19T01:57:37.000Z,"Southern East Pacific Rise",earthquake,15.2,1.9,0.079,50,reviewed,us,us
2015-10-15T20:39:01.320Z,-30.5745,-71.6555,29.54,4.2,mwr,,142,0.1,0.75,us,us10003nyw,2016-01-15T20:50:42.040Z,"43km W of Ovalle, Chile",earthquake,4.9,2,0.047,44,reviewed,us,us
2015-10-15T22:18:45.040Z,-30.6214,-71.8278,27.47,4,mwr,,129,0.174,1.12,us,us10003p0e,2016-01-15T20:50:42.040Z,"60km W of Ovalle, Chile",earthquake,3.2,6.9,0.051,37,reviewed,us,us
2015-10-16T04:03:20.900Z,19.322,-64.8831,34,2.6,Md,4,295.2,0.78602587,0.23,pr,pr15289000,2016-01-15T20:50:44.040Z,"104km NNW of Road Town, British Virgin Islands",earthquake,3.2,16,0,2,reviewed,pr,pr
2015-10-16T04:43:55.760Z,-19.9738,-68.7246,107.79,4.7,mww,,33,0.436,0.78,us,us10003p1x,2016-01-15T20:50:45.040Z,"150km E of Iquique, Chile",earthquake,5.4,4.6,,,reviewed,us,us
2015-10-16T05:31:30.500Z,18.7175,-66.2352,56,2.5,Md,9,219.6,0.36741095,0.17,pr,pr15289001,2016-01-15T20:50:45.040Z,"28km N of Dorado, Puerto Rico",earthquake,0.9,2.2,0,6,reviewed,pr,pr
2015-10-16T06:32:14.400Z,17.9598,-66.5258,15,2.1,Md,7,183.6,0.11228941,0.11,pr,pr15289002,2015-10-16T08:36:24.844Z,"4km SW of Potala Pastillo, Puerto Rico",earthquake,0.5,0.8,0,5,reviewed,pr,pr
2015-10-16T06:50:35.840Z,-30.5689,-71.4396,25.39,4.1,ml,,130,0.198,0.73,us,us10003p26,2016-01-15T20:50:46.040Z,"23km W of Ovalle, Chile",earthquake,5.5,16.1,,,reviewed,us,guc
2015-10-16T07:18:40.380Z,-19.9603,-66.7685,227.97,4.9,mww,,25,2.249,0.87,us,us10003p2p,2016-01-15T20:50:46.040Z,"41km NNE of Colchani, Bolivia",earthquake,7.6,5.6,,,reviewed,us,us
2015-10-16T12:49:09.710Z,-31.4359,-71.937,30.08,4.2,mwr,,148,0.802,1.05,us,us10003p4f,2016-01-15T20:50:47.040Z,"76km WNW of Illapel, Chile",earthquake,5.5,3.6,0.051,37,reviewed,us,us
2015-10-16T16:58:27.880Z,-30.5265,-71.7478,35,4.1,mwr,,133,0.176,1.29,us,us10003p6i,2016-01-15T20:50:48.040Z,"53km W of Ovalle, Chile",earthquake,2.3,2,0.056,31,reviewed,us,us
2015-10-16T18:45:44.500Z,8.39,-103.2821,10,4.7,mb,,196,10.208,0.94,us,us10003p7c,2016-01-15T20:50:49.040Z,"Northern East Pacific Rise",earthquake,12.5,2,0.039,202,reviewed,us,us
2015-10-16T18:48:17.430Z,8.6608,-103.2096,10,4.5,mb,,196,9.935,0.92,us,us10003p7d,2016-02-19T01:57:40.000Z,"Northern East Pacific Rise",earthquake,9.1,1.9,0.054,100,reviewed,us,us
2015-10-17T00:57:01.340Z,10.7556,-62.8778,10,4.7,mb,,38,1.783,0.72,us,us10003pad,2016-01-15T20:50:52.040Z,"21km NNW of Yaguaraparo, Venezuela",earthquake,4.4,1.5,0.039,204,reviewed,us,us
2015-10-17T01:11:42.200Z,19.1662,-64.7778,60,3.3,Md,14,244.8,0.60456619,0.34,pr,pr15290000,2016-01-15T20:50:52.040Z,"84km NNW of Road Town, British Virgin Islands",earthquake,3.4,6.1,0,9,reviewed,pr,pr
2015-10-17T01:37:46.900Z,19.273,-64.8555,49,2.4,Md,5,270,0.73212696,0.1,pr,pr15290001,2015-10-17T05:21:11.071Z,"98km NNW of Road Town, British Virgin Islands",earthquake,2.2,5.5,0,3,reviewed,pr,pr
2015-10-17T01:40:23.900Z,19.2579,-68.383,135,3.3,Md,3,345.6,1.63313719,0.38,pr,pr15290002,2016-01-15T20:50:52.040Z,"73km NNE of Otra Banda, Dominican Republic",earthquake,18.1,18.4,0,3,reviewed,pr,pr
2015-10-17T05:00:24.100Z,18.0205,-67.1156,16,1.8,Md,3,212.4,0.01527136,0.1,pr,pr15290004,2015-10-17T07:40:01.692Z,"4km WSW of Palmarejo, Puerto Rico",earthquake,1.6,1.1,0,2,reviewed,pr,pr
2015-10-17T05:53:45.000Z,6.828,-73.141,150,4.1,mb,,,,1.14,us,us10003paz,2016-01-15T20:50:53.040Z,"14km E of Zapatoca, Colombia",earthquake,5.1,6.3,0.185,8,reviewed,rsnc,us
2015-10-17T06:15:13.000Z,17.996,-68.2465,96,3.4,Md,14,327.6,0.82555175,0.31,pr,pr15290003,2016-01-15T20:50:53.040Z,"57km SE of Boca de Yuma, Dominican Republic",earthquake,3.3,1.7,0,10,reviewed,pr,pr
2015-10-17T07:01:27.360Z,-20.582,-70.7838,14.7,4.5,mwr,,143,0.565,0.88,us,us10003pb9,2016-01-15T20:50:54.040Z,"77km WSW of Iquique, Chile",earthquake,2.5,4.5,0.057,30,reviewed,us,us
2015-10-17T08:38:55.620Z,-31.6684,-72.1311,16.29,4.2,mwr,,144,1.078,0.66,us,us10003pbi,2016-01-15T20:50:54.040Z,"91km W of Illapel, Chile",earthquake,7.1,4.5,0.048,42,reviewed,us,us
2015-10-17T09:13:51.800Z,18.4305,-67.467,18,2.4,Md,5,244.8,0.04761071,0.15,pr,pr15290005,2015-10-17T11:38:48.129Z,"25km WNW of Rincon, Puerto Rico",earthquake,1,0.7,0,4,reviewed,pr,pr
2015-10-17T09:18:15.300Z,17.7845,-67.9627,58,2.8,Md,4,320.4,0.75278821,0.07,pr,pr15290006,2016-01-15T20:50:55.040Z,"85km WSW of Pole Ojea, Puerto Rico",earthquake,1.6,3.3,0,2,reviewed,pr,pr
2015-10-17T11:33:08.950Z,-25.4674,-64.4839,17,5.8,mww,,37,4.201,0.79,us,us10003pc9,2016-03-02T18:47:33.656Z,"19km ESE of El Galpon, Argentina",earthquake,6.8,1.7,,,reviewed,us,us
2015-10-17T11:39:05.210Z,-55.7445,-27.546,3.44,5,mb,,69,19.951,0.65,us,us10003qxq,2016-01-15T20:50:56.040Z,"108km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,18.2,4.2,0.213,7,reviewed,us,us
2015-10-17T14:17:37.030Z,13.3627,-89.9712,43.22,4.4,mb,,165,0.788,1.04,us,us10003qx6,2016-01-15T20:50:56.040Z,"29km SSW of Acajutla, El Salvador",earthquake,6.4,11.6,0.378,2,reviewed,us,us
2015-10-17T14:20:34.900Z,18.1525,-64.655,128,3,Md,9,226.8,0.26500301,0.23,pr,pr15290007,2016-01-15T20:50:57.040Z,"29km S of Road Town, British Virgin Islands",earthquake,6.6,1.2,0,7,reviewed,pr,pr
2015-10-17T15:11:44.710Z,-31.3989,-72.1127,10,4.4,mb,,196,0.831,0.61,us,us10003pd2,2016-01-15T20:50:57.040Z,"93km WNW of Illapel, Chile",earthquake,5.5,1.8,0.309,3,reviewed,us,us
2015-10-17T15:43:08.300Z,18.642,-68.0609,110,2.8,Mb,5,338.4,0.60726113,0.28,pr,pr15290008,2016-01-15T20:50:57.040Z,"36km E of Punta Cana, Dominican Republic",earthquake,7.8,2.4,0,4,reviewed,pr,pr
2015-10-17T16:42:34.900Z,18.0844,-67.1409,22,1.9,Md,7,154.8,0.08354332,0.25,pr,pr15290009,2015-10-17T19:48:20.050Z,"0km ESE of Cabo Rojo, Puerto Rico",earthquake,0.8,1.1,0,7,reviewed,pr,pr
2015-10-17T17:52:19.940Z,-42.6607,-82.4526,10.13,5.6,mww,,76,7.707,0.76,us,us10003pdi,2016-03-02T18:46:35.823Z,"West Chile Rise",earthquake,9.9,3.6,,,reviewed,us,us
2015-10-17T17:52:57.830Z,-9.4402,-79.2779,50.76,4.2,mb,,145,6.718,1.12,us,us10003qxa,2016-01-15T20:50:58.040Z,"85km SW of Puerto Santa, Peru",earthquake,7.3,9.1,0.167,10,reviewed,us,us
2015-10-17T20:32:06.790Z,-31.7436,-71.9705,15.63,4,mwr,,139,1.104,0.8,us,us10003pee,2016-01-15T20:50:58.040Z,"77km W of Illapel, Chile",earthquake,2.2,3.7,0.066,22,reviewed,us,us
2015-10-17T20:34:49.600Z,17.9573,-65.9513,12,2.3,Md,3,212.4,0.14822202,0.05,pr,pr15290010,2015-10-18T00:03:52.761Z,"4km SE of Lamboglia, Puerto Rico",earthquake,0.8,0.4,0,3,reviewed,pr,pr
2015-10-17T22:19:47.100Z,18.9197,-64.3807,33,2.5,Md,5,288,0.19493442,0.25,pr,pr15290011,2016-01-15T20:50:59.040Z,"60km NNE of Road Town, British Virgin Islands",earthquake,3,2.8,0,4,reviewed,pr,pr
2015-10-18T00:27:37.200Z,19.4617,-65.3247,85,3.4,Md,8,255.6,1.14894525,0.28,pr,pr15291000,2016-01-15T20:51:00.040Z,"126km NNE of Vieques, Puerto Rico",earthquake,6,10.4,0,8,reviewed,pr,pr
2015-10-18T00:31:51.800Z,19.3913,-65.3485,94,3.3,Md,5,248.4,1.07887666,0.1,pr,pr15291001,2016-01-15T20:51:01.040Z,"118km NNE of Vieques, Puerto Rico",earthquake,2.9,4.4,0,5,reviewed,pr,pr
2015-10-18T01:26:37.300Z,18.0289,-68.4065,95,3.2,Md,6,334.8,0.94862094,0.2,pr,pr15291002,2016-01-15T20:51:01.040Z,"44km SSE of Boca de Yuma, Dominican Republic",earthquake,4,1.8,0,4,reviewed,pr,pr
2015-10-18T01:35:58.200Z,19.2651,-64.8367,55,2.5,Md,4,291.6,0.71416065,0.25,pr,pr15291003,2016-01-15T20:51:02.040Z,"96km NNW of Road Town, British Virgin Islands",earthquake,5.1,10,0,3,reviewed,pr,pr
2015-10-18T02:38:27.590Z,-27.0674,-112.2751,10,4.4,mb,,167,2.533,0.62,us,us10003qyq,2016-01-15T20:51:02.040Z,"281km W of Hanga Roa, Chile",earthquake,13.6,2,0.22,6,reviewed,us,us
